sessionid,channel,ad,ad_name,platform,ad_country
EPQNHll6nuqR7cpMbhic21AT9io3BXIJ,Organic/Direct,,,,
fB5zIvHVpH5anB93S8IaBt1BNpKenH0J,Organic/Direct,,,,
OJaetBs4pN2z303wzmNkhgSTidOS2QSd,Organic/Direct,,,,
oKrVgg8Rvf4TZToDIxgwCxA2M7zR9w10,Organic/Direct,,,,
NaGN2QWL0W0H1xr3h4ZOPG08sDGrtprm,Organic/Direct,,,,
eS2QDezsihef4frK0FgtMrabAVSAqvoO,Organic/Direct,,,,
iu8RSZ1NkN0kvef3JpImxaQQTkOrMXPv,Organic/Direct,,,,
HwmTDcym8iyBUSMI8VvDrUnFFHpd4v7k,Organic/Direct,,,,
yHsCz9AkkmFuCPhHUys2zIbZMMTNTtJT,Organic/Direct,,,,
MbVPXQn7aC1vachtP6seWkwKDqgiwze5,Organic/Direct,,,,
SadWMQflu3mKsnTFW6KMZ2SDIUfyiXqK,Organic/Direct,,,,
gInPNuAPa5nqd3PwEzgigl7vwoZXrmrU,Organic/Direct,,,,
oGCsuSq0oFvMaQoRqSsU4scTJQtwRXhT,Organic/Direct,,,,
rGAVuWF4XkLlAG51qoolMfPzKevO3QOq,Organic/Direct,,,,
kOGF7xQQhso59SzSBuPkEGtt4qFCgSOk,Organic/Direct,,,,
I3ZZAyRt77qrKWvz1bKohTHqe5M8FP9P,Organic/Direct,,,,
0hnfq517scZDE2extMig740k5JC9hHNt,Organic/Direct,,,,
XxdaSStPJ0ONx4NwpQmCFgBcJN1reERo,Organic/Direct,,,,
cEeAGyFCTDVCMkD4OUEGQGogHlBMtnEz,Organic/Direct,,,,
gG9qSgJTiUF94u9vxgyVT1NxETDDra7T,Organic/Direct,,,,
OAxcqmyk33zXflgINL25EsHoZtVR7P4B,Organic/Direct,,,,
rvg1wlLMWIFvhTTOPM309dfBZw7F1VS0,Organic/Direct,,,,
9NsiscK1sz13OUzgaU3dvALg7o6Oc5a7,Organic/Direct,,,,
2vC6Jw01ER782TR9zOVbpc7QfeTKu3k7,Organic/Direct,,,,
7TgJ5Tz4XV7Hn44zZAvDa3FWBatlk6NC,Organic/Direct,,,,
dTuWn74CBrg4u4qBU5gQmIidrm41AegO,Organic/Direct,,,,
8i8ugwy7biZq7yfDTbEF6zru7Wy0Ogte,Organic/Direct,,,,
BTs4SqhEOJ9czNzU5DoJRkuH2gMnHu82,Organic/Direct,,,,
c9SOuEvSofaBOmxEdn30yQHxAvkr6er4,Organic/Direct,,,,
3EvaINXNAm1F4CWgRy6frVHwWTdVekDn,Organic/Direct,,,,
ND25E6Ta30eZfSVnBZe2aECDONuSTbyM,Organic/Direct,,,,
mRLryrCVspKD4ZnTTmt8n2RyRElCB7iX,Organic/Direct,,,,
tJI3OVHHoMZCER44NRf9TVrXFg80Un2T,Organic/Direct,,,,
pFDd0ftfVi0SOfTTWVxaBHa3IwtrqbeM,Organic/Direct,,,,
IADu3he0GyDVO8bV4669oGZXLmXAr8eB,Organic/Direct,,,,
4dSEpe4adShQrpwNpgbCEeJ9J6GzvLZQ,Organic/Direct,,,,
8KmPCnZT4QhTBsaQpUtsmubtQxLhAARv,Organic/Direct,,,,
tt2bRRBISHi5sgJ2A8tWnnT3DZt0MaLC,Organic/Direct,,,,
TbAyAvkH80nVBPFfJppQTZvlo8RpNFKc,Organic/Direct,,,,
3uOFNqX66z1sISQc2ET8US2IH20hHgCw,Organic/Direct,,,,
hiOL1igRfclDJTF3eUIFUeVHAtbwsSqd,Organic/Direct,,,,
U9h2EeSNZt8BGPKl0yPUKyXzyHEhTdTm,Organic/Direct,,,,
Sq3U4iBWmCQ3woVKVgKWl7wUSHdRBof9,Organic/Direct,,,,
Uz18ABpHl5JftpsT8pb9k9Eo1z7xS7cR,Organic/Direct,,,,
d5gdM6QMbEFdWTvVu6FznTpySMLPBGsf,Organic/Direct,,,,
J5JmZ7iAZqbCRXPikR7EN1xMpUVM5fCm,Organic/Direct,,,,
r1UJqwKnfT7vqCBs3PsnTJF7exC6ptQV,Organic/Direct,,,,
5E87q8POgUhXHTc88C6f1V9vGLD2OlQd,Organic/Direct,,,,
o3NeSbvPk3AETrTCh2urGLIWMQ59ybOU,Organic/Direct,,,,
xZDNltor1t4W5M6vrwBdPIaSl5t4IxLy,Organic/Direct,,,,
U16AQSpq2GxO4uu69kvqQp8u6fTTpKBg,Organic/Direct,,,,
qclQUb40OATQOd92kZJV1JC2ROah9VEV,Organic/Direct,,,,
q9nET5sa2cXtLmc5pSknaDs4TLACRxzb,Organic/Direct,,,,
t7w2xP4azQ1oxqEBaZGl12puitVmdNed,Organic/Direct,,,,
4pOWcp41T5tMm3n4T6In7WByHm1ICEo7,Organic/Direct,,,,
p9CnXOv93aBy5xLdrA4GMWMdMkyEWPXV,Organic/Direct,,,,
xDgxRkb5qy0wJ2Ns0xMZfq0Uh4m72dRH,Organic/Direct,,,,
hTJfyxqUtG31pv5IMw7z5N6oEKtC0i5M,Organic/Direct,,,,
rZTC8JFsX9NnaUtrKnDVlDaa18JlFxtA,Organic/Direct,,,,
Hfc79JW9TctqixvhUQqEXIVmQg4fF2cK,Organic/Direct,,,,
sDAgHDTAxxLmMbNLr0rblC1bcSgBkulr,Organic/Direct,,,,
78CHeRrG0kRaMWoaSPiNPzLw0L7XAGv3,Organic/Direct,,,,
6qXHL2p5Kag9ztQDolSlnZNg4qpRRSbJ,Organic/Direct,,,,
pR919s5B2pZn5hSq6yKq7egJJ6WFf8O0,Organic/Direct,,,,
ylRO33TPPoLcR0OUW4uZyLSLBUZZQCxe,Organic/Direct,,,,
xl557Pc724uo0c9LlGzWc58Gag2hPf2D,Organic/Direct,,,,
lW4tbTQ1POyqIk3Qk5hVlfMetm1761GI,Organic/Direct,,,,
HRDIMXVGcsfyhcrxsKq69t7nqixcx7VN,Organic/Direct,,,,
zc69bqqL6Xfglspep62Fn94tEEw5IeTO,Organic/Direct,,,,
sVha3wnqvqNz6v1iL9dZsXoJoHPOF0NO,Organic/Direct,,,,
KhT9rrZWOXXFqnEFU5aIBfPapUnBspJ5,Organic/Direct,,,,
uVkLd7vWG3D2Do5rzFdEVuBQNL5GTuTq,Organic/Direct,,,,
naa8iu1dlACenyguxGz9GE9sxRGHohNo,Organic/Direct,,,,
Tda0W7ic7SKF5vT34XzoCPgQkMcTTvXr,Organic/Direct,,,,
MJix9oUZHKPUkMIoceTTr61bJ3VTuC2i,Organic/Direct,,,,
LiNRO5vTpdtHTw5kqiLiRpCRKwm7KMPr,Organic/Direct,,,,
k50aKDmyLTiAvTgi4gIWTySX87em98JO,Organic/Direct,,,,
s8Mx25I1DELAmGQb7iouUEQ5hnaDIsDA,Organic/Direct,,,,
tzwOn5XMgpkPmtom9SvGnDFiwKFC7SPR,Organic/Direct,,,,
tQKDTE9LLeOHxmOgMCyv82Gzg8sH8cRC,Organic/Direct,,,,
onGZnOSzWZ4on9vJQKNh7OTSWxTMqCt9,Organic/Direct,,,,
1RSDD1O045e15idHTtTkeR30yLpn3lt3,Organic/Direct,,,,
KPK05dzpzQryXFQHITl3Kd6TuxL2MhBz,Organic/Direct,,,,
DNZ0rUoNTmURDRHcccfCkTuhVEPJXHLU,Organic/Direct,,,,
ESMDMKyuSvbBiZau0nsTn6s1Bizu0sVS,Organic/Direct,,,,
kJ7QFgwA7Q0i908cRVoTCm5OnJ9LLuaW,Organic/Direct,,,,
5pNZydAErQ0IpJKLpGTzt9VHM1bT9UVA,Organic/Direct,,,,
wsGcUciuqS3azEPaqTq0ie4f1a7po2CT,Organic/Direct,,,,
DdIavWV3N9pQiMp3sEIEUziO26rwHTzA,Organic/Direct,,,,
FI2kMVotRKOVuexCSKIlswMSuulUiMlD,Organic/Direct,,,,
K0vkrGQ3RNStbGSeeAWzF63OK5Dfcyec,Organic/Direct,,,,
Qc5KFignlcOB9MlckCJMfds0xAr1KRDx,Organic/Direct,,,,
T9cHvs5SxFSsARZgPPrBphARL2LQpaHX,Organic/Direct,,,,
TfbU9HHEnCczW68lrvVi1pq1iU9Rzla5,Organic/Direct,,,,
wdPVISFexhfmm4fcBzqdpIAhtZHsa9PC,Organic/Direct,,,,
7cQIirLCPyHMMmCnxmN9BP7zpgQmcsQo,Organic/Direct,,,,
7Dli46OsHNxTPhduB4xi8aAnXCtrBfL5,Organic/Direct,,,,
gu6Udo2FPzBe4rrrLtNsqT5z6L2EZVQE,Organic/Direct,,,,
nQgKLGNBbeZn3h9xcOdQgFTL82DZQRtR,Organic/Direct,,,,
8gbNxwAz0TDzDP4TOfwJswe0qleIC96S,Organic/Direct,,,,
M0gn7tc0nw5JStGL8IWJhkkkmyRZqzbT,Organic/Direct,,,,
kJptqrVCrPsbD0Cgf7FsILg9tFHVkclq,Organic/Direct,,,,
N6rF8hr1izbdOksIHD2JGTLX3QxIMGTr,Organic/Direct,,,,
FDlHLghBObf97GQPPr3K8XJ02QoKgpIB,Organic/Direct,,,,
VLvc3sJpsao12uyxJama22xH3xHupiBa,Organic/Direct,,,,
55ADUFNfn6rCKzJlrhbrlDmSPSZCEzPa,Organic/Direct,,,,
f26pgIpPKD6Vffhq664X1baiZuomSPkt,Organic/Direct,,,,
CWwAWMQV4TuzNOyv5IzgaRpsUR7BiVqO,Organic/Direct,,,,
pDKrBTAgVyTt2Euf6yF2u9LLZlqZeuZu,Organic/Direct,,,,
yyPqorIRaSu17CEZU07hXHlJyNhBDrRl,Organic/Direct,,,,
K9ZvGaMATWtux3WA77DErir9sSPHf6EQ,Organic/Direct,,,,
51ynAbS0LW7fdRXuTqhzpHcycl3R5KAq,Organic/Direct,,,,
ra7rWdkNtPdm4PM7Js9pqffqNp7iqPxT,Organic/Direct,,,,
FfSFhgElJ2hkxWWKBG4EyRqT2oUsG9RJ,Organic/Direct,,,,
TPf0llK1UzQqS3supZyVxTGxWzSbQM0J,Organic/Direct,,,,
vZ6aPWT7XnPyx4msBFvgN7qom1F3UoZ6,Organic/Direct,,,,
pdboVx5krWxNN6bhEkqm2lLAQJ4UoM8k,Organic/Direct,,,,
JSiO42GKIGzobL3IHxMsH5RquDnF5yAN,Organic/Direct,,,,
HEht7sLosHp9Tfs1TpwgTiBMuiTsFgcx,Organic/Direct,,,,
eSsu4hdXkuWyQGoE0lgl2xzbiQfTdf7W,Organic/Direct,,,,
hTvnxNuUFoSrAgFNQUOOziTrhxfEo3A5,Organic/Direct,,,,
rEpQGGsCVeN5Nc7PvpkPLPM5uaW9vdKe,Organic/Direct,,,,
17Iu5IVZmgRnSBaziTz6BTpbLgbeGWFw,Organic/Direct,,,,
UErOFD4hhOIBKh9wqBB9cUidUx6d1gwc,Organic/Direct,,,,
KA37pe1FIBNtQbHiXHNepwuMQMQ27CsS,Organic/Direct,,,,
EC80UwimEpehkI6TGIOlXIcJIiDtlk0s,Organic/Direct,,,,
RpbptRJnO03iSgsDKWN7i27ievqbmoDC,Organic/Direct,,,,
EqHmWK7eyUQ0Nq34y2Kr253bIHRS1Lal,Organic/Direct,,,,
uF2tHqSzdNN6x4LVVhgnOwkaeMxCXSWz,Organic/Direct,,,,
lzOzVqn3sxtmPONJt3mGGqcD6HS4lh7T,Organic/Direct,,,,
F2l7kSBfosZLtMhARbUrXi5RPDqBeLAP,Organic/Direct,,,,
TBTzOTvwSuicHDxOBtZ0z28BJ4cwZn88,Organic/Direct,,,,
wte8WcV2LTzD9DkDOhQHsQMW8mPVWfRc,Organic/Direct,,,,
L7Z66r2XZr2aSPfDIykWhD8AT8658aXg,Organic/Direct,,,,
wEQ1ihKqNxGlGigGDf8AoRvm1w6MPDnp,Organic/Direct,,,,
fTXkANGnPaAT5KTvXiuPPnEol9QiPoSe,Organic/Direct,,,,
1Pw9wFnf3zc4Gpzos0x6hNGvOlAAF2un,Organic/Direct,,,,
ZnE54gZH1EiHx7GNNHT0drtr4ToO5idm,Organic/Direct,,,,
EFal6mKk7yBwh1wpl0KGV8xgmowDuNap,Organic/Direct,,,,
5FvsXZ5EQaBDfnbcbiA8CNoKSQvq7J3u,Organic/Direct,,,,
ySnSeHTEczy3S9iL6vfwsKJ4BGuy2nI8,Organic/Direct,,,,
9xQSrlO8HhW5QQ7wXJypkbfhXT2rRfBa,Organic/Direct,,,,
DT9sR80p16UUPmEApFSG2w22mz7chHO2,Organic/Direct,,,,
3arFZ6wZd2sxI2UH7lNAUbMSMgnTHhJP,Organic/Direct,,,,
w0kLvWxJF2D1bHTwLHynxnv67JnslzVt,Organic/Direct,,,,
ZGgov49ZTGWmsOd093OmA1dmaUU3a5ld,Organic/Direct,,,,
fd9czC3ELOs2K7LI70ANDTaQPCFV1Tms,Organic/Direct,,,,
v81E00FDP8rzyehl4R6WzgCGkacmSxxf,Organic/Direct,,,,
hllOIIitElbK2AfmlUhAsCMuuPCfoxRC,Organic/Direct,,,,
lo7891UnJHkQogXgh0AtV1TVUcHfw2tz,Organic/Direct,,,,
XO7JJInN9AoNQLD2D3O20QhATemS6hDW,Organic/Direct,,,,
ScAuBdcF9GtarWdgZzUSG6IQCys3F8eG,Organic/Direct,,,,
nEyfu2HbJ2O49HayKD0Oobcx8tI0k38x,Organic/Direct,,,,
vdDouGmwzNEROO5T8EOKOWixKTfJ3GdS,Organic/Direct,,,,
azMlfEZhCZCHgtgyzI5OWFTOus5lRZh9,Organic/Direct,,,,
8qMakwZdKInDLGE3g1TwL4B74C6CpHaQ,Organic/Direct,,,,
RqVp9LbC6r4KpJ5NWvKMrMarkignAZTK,Organic/Direct,,,,
chQv9XoE1MOA9PDUghMtXdki4nnmlu9N,Organic/Direct,,,,
4BeGfIApVIZrr9cmP9i6LQzsyKVN7rhb,Organic/Direct,,,,
2C93hTmcmrxtiCdQu11BAktpauTsyOQT,Organic/Direct,,,,
QrrqOSh8cJAMdxmZk34zEb5NhN4V0SgK,Organic/Direct,,,,
CNTGnKc3E5urQ9rXRJMKmNqk6onRC1UQ,Organic/Direct,,,,
E3vOmIgvrH4EVpzXO2iRnT7hVB8GVpUT,Organic/Direct,,,,
rT12hgw4RzQK9yXaOHbOHLfg1gs7Qqxn,Organic/Direct,,,,
gKMZNDAGznzyCWVfhs28lGyySzHe8iQz,Organic/Direct,,,,
CIVpEoz8FQ5unqJQOQ0exbCZUAIayN2f,Organic/Direct,,,,
RbDuy1BEDIZ1gRBNxHfBnP2xRWpDCH6w,Organic/Direct,,,,
Ozm0XU2kuBbtJSGTffb0aqMovVUWWxvb,Organic/Direct,,,,
O4BJvoE1xRCRgkzQKoqCaksUbTWwVgHC,Organic/Direct,,,,
LTeMUnNrBGtTvt2nSsA6A66ZwUT6AiGi,Organic/Direct,,,,
cftOqt7JFJ2ZpN7yqbNXSKplFQFl8CUC,Organic/Direct,,,,
GQEfFFu6VaV1XeJqamVT4dFdmq7XzOAW,Organic/Direct,,,,
88TnK3RNXLt9D8zJZKk2GXz1rptra9Ax,Organic/Direct,,,,
kWhIpkRtzO5gtl5Zn3REwZSrArT5itvb,Organic/Direct,,,,
vOzlzvf5xRRql0ZForFHJv0rmOCTCfLd,Organic/Direct,,,,
6m7xGl23SsgWAkpP49tdDW9HdXUaM1sR,Organic/Direct,,,,
2TVM8DFtq9JPEdeUCXBVEHiysOPihSqU,Organic/Direct,,,,
kw9lVKkLmQO8v7qB3NgUHvqNeWWTVlgk,Organic/Direct,,,,
SM617WVchTaSWpUPctAbq0CGGuHETD6G,Organic/Direct,,,,
Dz5NsicUiJJRNksTXUh6ohMJid8CTrLA,Organic/Direct,,,,
51CnvgtSLMD6vSBnuK8vskJyVx4fTN0D,Organic/Direct,,,,
piRX83cv54fQKG152HC1tXiSzcWLQ8vE,Organic/Direct,,,,
1Evklld8ydqkhbFLVB4T9Dz5r8wViktz,Organic/Direct,,,,
GRTahygBfc3QbDmWbqaHcCfciMpZoB7y,Organic/Direct,,,,
xh3toJ5Xza3wBfO7gnDVa5rKm1aqef5h,Organic/Direct,,,,
1PzSxiESrtEtHTnRTRonZaQLAyS7ks1k,Organic/Direct,,,,
PfTitDiKxP3LAr2axlDHTP6uuxFbVE27,Organic/Direct,,,,
tTB5QKPwFV6VJo4wzLAoCxiMA5PMMnXe,Organic/Direct,,,,
Om811aLhDhGDvTqf6i44sf1pCTVveyUB,Organic/Direct,,,,
cV4CFZ3Jl852zxMsVcnPQK5q9FCmfupb,Organic/Direct,,,,
TJz7BKFoV3wDWENITEvykNLZC4qs3Sz4,Organic/Direct,,,,
4CUZTlLt0eIA8vCvaEIZ6KAtuy8LK4Ba,Organic/Direct,,,,
ynCvkHDsmkfz27qeeunCNMKuuaamfIDC,Organic/Direct,,,,
Spsk9seIweDd2fO7EZn1SgyD3iTKeUq9,Organic/Direct,,,,
I8uOFESO9cg2n30rfpVkRJFs0pNmqEUh,Organic/Direct,,,,
5o7TnT8LiH7eynLWRU8rwiE6maq4kKc0,Organic/Direct,,,,
PTKmGIpvwTUV5LA4X9gOi7avuqLgzXH3,Organic/Direct,,,,
ArehZKGlrTDOMN8iNJTQnWuJ4vmvQJug,Organic/Direct,,,,
rnDbFtnfgUkdemOZmOLZ4zk9uSAQES0U,Organic/Direct,,,,
yxRo88GAmTODcFFVv2K8QtfHTGZqQaqv,Organic/Direct,,,,
fq09C960samXEbAapfcBnHwqyTZd9cAl,Organic/Direct,,,,
4Rq8TZWJV8cRCWLaoS6CAoxJWQarcTFx,Organic/Direct,,,,
NwA5dROFxe4S5K0aRO8sN3w1xIXaJhrd,Organic/Direct,,,,
MBQxdhHXov3aqkTKfCJwWOKlvRiOTH44,Organic/Direct,,,,
qmb0QxcyNeAczvgPHGlbdb7I3RlciLtc,Organic/Direct,,,,
zWE0XJdnZMx6TV7Feal9OseWqH4pK5vi,Organic/Direct,,,,
fTM6cJCP6LCQLl8GdleTTyQEQEIJ0E0F,Organic/Direct,,,,
WzDr0oyHITlFBrQdWSowbBthyZJhGdLR,Organic/Direct,,,,
Il3t2UtPrtS3VymPvbE3lWplukVatWcN,Organic/Direct,,,,
0pi3WouzJPvuMru5p6sEJsGiPuvRe8SQ,Organic/Direct,,,,
b5m5arJTUVLRrGEhqAn5LTaHa8lVIgcN,Organic/Direct,,,,
cXp35atPsS48BVdlsqhVwaNp7GQIpOTZ,Organic/Direct,,,,
rBTgu5iCIswTPpS8hGL8974GXDT2k1D3,Organic/Direct,,,,
hVUPz5XSgvH3sIbiFT04ky7lQAex4QAo,Organic/Direct,,,,
Zmf582WXC3JJGyoWk3qXutGXu8KKCZoT,Organic/Direct,,,,
1TAHw6furg0OlrxcTW4v8tqWog3iLsTd,Organic/Direct,,,,
2RHsfiVRgGOLkkIfZCFtpOsA8NRTc8sh,Organic/Direct,,,,
kGHZ7taHD5rQC6Wm6DnGZP4kKgqQny5Q,Organic/Direct,,,,
sl6w2xJhgAVDQMumywx6J39FshZV8yUU,Organic/Direct,,,,
SOkOT2DcZOUNzClBLKOI80veW2gv2Bba,Organic/Direct,,,,
x84kQwR29IdGyGnRQLhrzV3mMa5b9Bll,Organic/Direct,,,,
3TH6U0DDyT2NE15nm6PN46gZIX0eTLTU,Organic/Direct,,,,
ukTnmIislncBK55b0FKrW2V7oL96XCCL,Organic/Direct,,,,
pcpT6rJqH29Eifwzn0N47xoiK1xkF3E5,Organic/Direct,,,,
SJZD6p7ngfIoPFhFEEg3QiEeNshFusVp,Organic/Direct,,,,
PR5IL7eWWXqKkLLlTZa11hLgOdUJmawK,Organic/Direct,,,,
8yavZqETJ7nPl3xHOTZoeRc1VatTHAlV,Organic/Direct,,,,
EwJZugTQGJKG6GAFPR3sowDxo1Vv3TkN,Organic/Direct,,,,
6JgltPAMxm5gGpdK5Ww6ICmT1EQra2Qi,Organic/Direct,,,,
kc5GS4SyMtOdZVUUwTuofRmnavrlXrd5,Organic/Direct,,,,
b6mSRvyFsH5xBzSJ5k25UbDPIwGVOqqT,Organic/Direct,,,,
ff4iGAc1uXZNkKM0gb27d0rTMMAUgeHQ,Organic/Direct,,,,
UdXyFdFUu8SxD5NAtmptekTfnit6RZ8S,Organic/Direct,,,,
T0nm8ziMDCHArzVt30lQHaRnTsoaDWt0,Organic/Direct,,,,
Ok5mZ6U78efLACP0dUWviJBXnUbWb1UU,Organic/Direct,,,,
vv5KkzteP0ahvypHD4oHRuToJwTV7kzB,Organic/Direct,,,,
46EePadkVId2yWTXbTI3aRiDTT7Wt2vZ,Organic/Direct,,,,
gXstR8eMbwmLwvK2f9OyvKkAif8WVZVv,Organic/Direct,,,,
kNpyrbTSOS75h3Pkc0i9uJrvLcCVbFh4,Organic/Direct,,,,
lfBksDvoavEzHXdWnJXMos8kdcPAhwzI,Organic/Direct,,,,
7IdBr6OVqTf4wCVoXteuTt27hZoKq9NP,Organic/Direct,,,,
5nRvCP8CRnr2aeh1UUEtLTxcGbHHLp04,Organic/Direct,,,,
JQRvPl8KzTZcvIAbXulINPmnu47gWvfJ,Organic/Direct,,,,
uT676t0JwxhLyHqnxRThq0aehsPKxTtt,Organic/Direct,,,,
heSX9T3pFBCuBEwO4WDkkWAIDBo0opGr,Organic/Direct,,,,
y1zHTNCOPFyK07G5xkCmracTyxzEQeat,Organic/Direct,,,,
EOJq3fgAhhJJOzpTdtWaAHFasyRB1FlN,Organic/Direct,,,,
6XHdJFs9Lb6Ka5dTZvhoeHxRoAydPD51,Organic/Direct,,,,
h9VDopJ8ZxpA2AaK19BLgKwt3Vq9VJbd,Organic/Direct,,,,
9TKFTZxFXOKxQkTQb22AWmOVHPiopE57,Organic/Direct,,,,
XX1LlomrynkTs8OrnHxUeE7ZoenI1GLt,Organic/Direct,,,,
Kfiih72qDr05egfvxmt4ogwgNvzRXO98,Organic/Direct,,,,
hRQKWL7semCaXT3hwfnfhNfodhNFU5yg,Organic/Direct,,,,
bUfHhK3KGn5L2AoRnzDypTZQ7cqaN6cT,Organic/Direct,,,,
ab5ZLstaAI2JnoL16VmHIhRlJgITUx1L,Organic/Direct,,,,
epS7vfUfhpRxWm6R8Ja8ZCt1swWpyDu5,Organic/Direct,,,,
gtaXHug2WLiBLMbxN9erwvIEWlkPSTiC,Organic/Direct,,,,
xXnq5tl6JEQwHMTbmhKA2DkIx1CtQbvx,Organic/Direct,,,,
luGZQRCBuo51sxbeCpe1N7Fb5DBTUGVQ,Organic/Direct,,,,
dCqT8wqAFbtgpuFF79AIzyykEZBWPkTP,Organic/Direct,,,,
6TsRsdbegnT1mFnHADFfCIqql8PET0Lr,Organic/Direct,,,,
hFQPG90rQmMW2N9cr8kR3Cg2Gn7oxoqB,Organic/Direct,,,,
hUcqTQEKq0OiW7Gn4kwudABXewXmShsQ,Organic/Direct,,,,
4q4FBs7P7xxHKQxA15vyUmMwclBhSB5h,Organic/Direct,,,,
grORT7AHTWqvysMXsGKkWPibXK3i9WXw,Organic/Direct,,,,
vtlT4s9NAKnvB4EJ2CKLd7TZMm7D0QpV,Organic/Direct,,,,
6BWcHyXZOG7Ru3g8dMxkGNDrMW0pvVh2,Organic/Direct,,,,
qs6QaE56MwSM20wT9mrRJ02Gdv6m32Us,Organic/Direct,,,,
2l0UCe4lDfM34cN5irknkrEWOoThsHcF,Organic/Direct,,,,
29f77HglPFXvbP4MEWw3UOt3SBwWN4KU,Organic/Direct,,,,
QgyE7x7FQHmy8K526kemX5o7HvBbR2c5,Organic/Direct,,,,
OLvsTGM75WlS1wUVyKUQALdVC8dCbTnr,Organic/Direct,,,,
dU6Rq5VJXcTEz5rvtSUzmZdueQaTTRGW,Organic/Direct,,,,
kKI0f0v3Z35UES8G0ff6l4FoxBoo8MRs,Organic/Direct,,,,
V1wWf9236uE6TW7hLC1RLNcqdX6q9btx,Organic/Direct,,,,
WTiedMfOmEqZUDhz545tPInB3UeXXa3B,Organic/Direct,,,,
EQ27Xkkr9Zeb5H526EHH0pDyxS8OKbDs,Organic/Direct,,,,
Az2gVCPPVSfhKb0Bm1zzL4xRWncMNyaE,Organic/Direct,,,,
OkvSQb9w9ELvMEJsD2ZioBKUCqD2FX5z,Organic/Direct,,,,
mG7oDPzW4W5Om1Dpz5GOiVzeEyr0pFVo,Organic/Direct,,,,
znU0TwdEWb9VX7LIpTTEVvMT99yozKEx,Organic/Direct,,,,
PFV0dO94WJZX9LSsB6KHWkNe93gXluP4,Organic/Direct,,,,
op69v2drkf6PlQxPqATkWJHhhDgZI7MU,Organic/Direct,,,,
uRCMWytTCF0PohryrrWNsnSqgfROFT4r,Organic/Direct,,,,
2sb5oHurhf45Nm0xodKBBEIwwP8sx3H5,Organic/Direct,,,,
exeX8bWIKomnTmCTDpgFHKR74fXerIAB,Organic/Direct,,,,
b8AcrD95dUs4JR9AGi0X4IKh0lOfNgg0,Organic/Direct,,,,
8UO02oTAkrqrZu2No1xiqkZUXfqoF4f6,Organic/Direct,,,,
fS7uD3P0URTPz8oy7GTomBdPqr4JHpbb,Organic/Direct,,,,
7W2E6N1IFnT1PsRCMEpXaHFI9cAZ9rwM,Organic/Direct,,,,
2iIwFKQkFHT4eoaMClmxKXuWyNsxvZpn,Organic/Direct,,,,
phhKT0JrZoTozsrCaExP83LO2kAwN79v,Organic/Direct,,,,
RattBD0bknSAqIC86A33XTQavZDo1P25,Organic/Direct,,,,
vtKdDifVallWKiMFRTGVJ1DFKK6WrUU0,Organic/Direct,,,,
dnPhM6NyqnAlWeRJidETudFzXRiJ3P0t,Organic/Direct,,,,
N5IFc4W3f92MLSkidXIu3mF6JoINq1db,Organic/Direct,,,,
a3loUQN6WinhPb9MM7Gym1zVJImTWSPX,Organic/Direct,,,,
mFvmd314F912FFOitgZHtk0c8efqxwis,Organic/Direct,,,,
piQx06GOUrgddZ7rpsn3sv9cIvOxT3kc,Organic/Direct,,,,
ulueXHQRkOgRVki26TheuxVkpFgTfi8n,Organic/Direct,,,,
cUpnpUN5hZ10oIzv4lHEgeXQRBPNc8cB,Organic/Direct,,,,
k9Kcu7FQrnA7LZdTRMHiXyWVAql8T9Jl,Organic/Direct,,,,
xZyU0oTISEUVB21KE2irailqEZ5w1nD2,Organic/Direct,,,,
76v8sZtTRhCd38e2mCGbfOwtTWpxvkRf,Organic/Direct,,,,
4yXvR5NnIatmTN7Ex6FmfqccPwddqQRM,Organic/Direct,,,,
8E6ecyeW2O6XVOUdGwkv3X6AObe7WRG5,Organic/Direct,,,,
Zs0azvQIoxSFHz920SSgMsPBZs8g5Luy,Organic/Direct,,,,
gpCk8AWRK1Zf5q24RwyR8dkBWX9hxreg,Organic/Direct,,,,
niESRIguInvcy7ZrKrASpubwPeB7plFn,Organic/Direct,,,,
68SM6u0zGUFTLTVzF8wZWtW6JtdQGcnx,Organic/Direct,,,,
ZbRxfOiFsmKNTGwUEK5kqGp4pebaPzcN,Organic/Direct,,,,
EGsWFynckrVgvMmW0arfW9wKnSqlsD1R,Organic/Direct,,,,
8g3Can6BvDOl6zRz7OlCU58WhgXqO0Pf,Organic/Direct,,,,
m1c0ZcXKpTo2nzLkmqxQVHALku1ckvLv,Organic/Direct,,,,
qQ41yBihPJMs3wZagzElD1o2qFTkzbxF,Organic/Direct,,,,
Tplfr582SGOqEJl6ywfV5LQAJy73Atlv,Organic/Direct,,,,
JzqK7hTlMFy6ix6mNu5WBq6MVFXhk787,Organic/Direct,,,,
gUxMKTXoJuw0ZlNtZPcMeO514NSpmNCm,Organic/Direct,,,,
9JoTcSWXPDabsb1owpsQ8fxKe3lDpTnt,Organic/Direct,,,,
w0g6OSbLdXMrNPMyFIWvIyppRKH2CTe6,Organic/Direct,,,,
zDXC7J5VgkdmezeiGJcKaSVPciUhDTIp,Organic/Direct,,,,
udSbcvmTHc9dVeXWlJMkdRgoOWtcezvn,Organic/Direct,,,,
SAdSb4AkhgZU43l958M80iTTaZOzWViK,Organic/Direct,,,,
xW10eMKye7cwG2Rm5wuD01LRGmxIXfEM,Organic/Direct,,,,
