sessionid,clicks,channel,dm_clicks,orders,had_checkout_intent,converted
1o1mni10k33m3q5krrv,14,organic,0,2,0,1
1o1mni10k33m3q5usgz,1,organic,0,0,0,0
1o1mni10k33m3q5vzge,3,organic,0,0,0,0
1o1mni10k33m3q5ynap,1,organic,0,0,0,0
1o1mni10k33m3q6epjl,3,organic,0,0,0,0
1o1mni10k33m3q6j9bz,1,organic,0,0,0,0
1o1mni10k33m3q6ogcs,1,organic,0,0,0,0
1o1mni10k33m3q7flal,1,organic,0,0,0,0
1o1mni10k33m3q7gv6v,8,organic,0,1,0,1
1o1mni10k33m3q7na13,2,organic,0,0,0,0
1o1mni10k33m3q7o45v,1,organic,0,0,0,0
1o1mni10k33m3q852hi,12,organic,0,1,0,1
1o1mni10k33m3q86a44,6,organic,0,0,0,0
1o1mni10k33m3q86l1t,2,organic,0,0,0,0
1o1mni10k33m3q8sihg,12,organic,0,0,0,0
1o1mni10k33m3q9086o,6,organic,0,0,0,0
1o1mni10k33m3q914el,6,organic,0,0,0,0
1o1mni10k33m3q9zi7w,2,organic,0,0,0,0
1o1mni10k33m3qa2av0,1,organic,0,0,0,0
1o1mni10k33m3qa5dtm,5,organic,0,0,0,0
1o1mni10k33m3qac1nf,8,organic,0,0,0,0
1o1mni10k33m3qadvon,1,organic,0,0,0,0
1o1mni10k33m3qafczy,1,organic,0,0,0,0
1o1mni10k33m3qafvkh,3,organic,0,0,0,0
1o1mni10k33m3qavnkn,40,organic,0,0,0,0
1o1mni10k33m3qba1fb,3,organic,0,0,0,0
1o1mni10k33m3qbee4o,1,organic,0,0,0,0
1o1mni10k33m3qbsl8r,1,organic,0,0,0,0
1o1mni10k33m3qc92ys,2,organic,0,0,0,0
1o1mni10k33m3qd2vx0,1,organic,0,0,0,0
1o1mni10k33m3qd3v7x,8,organic,0,0,0,0
1o1mni10k33m3qd9jyo,1,organic,0,0,0,0
1o1mni10k33m3qda9k8,4,organic,0,0,0,0
1o1mni10k33m3qduabc,1,organic,0,0,0,0
1o1mni10k33m3qduewq,12,organic,0,0,0,0
1o1mni10k33m3qdyjrx,1,organic,0,0,0,0
1o1mni10k33m3qe5z32,1,organic,0,0,0,0
1o1mni10k33m3qe939f,23,organic,0,1,0,1
1o1mni10k33m3qehunj,11,organic,0,1,0,1
1o1mni10k33m3qenyeh,18,organic,0,1,0,1
1o1mni10k33m3qfegax,1,organic,0,0,0,0
1o1mni10k33m3qfeu43,4,organic,0,0,0,0
1o1mni10k33m3qfrc5y,6,organic,0,0,0,0
1o1mni10k33m3qgyl7l,1,organic,0,0,0,0
1o1mni10k33m3qirqok,1,organic,0,0,0,0
1o1mni10k33m3qjp06f,1,organic,0,0,0,0
1o1mni10k33m3qok7on,1,organic,0,0,0,0
1o1mni10k33m3qowmjq,5,organic,0,0,0,0
1o1mni10k33m3qpzy4u,3,organic,0,0,0,0
1o1mni10k33m3qsvafq,11,organic,0,1,0,1
1o1mni10k33m3qt3jq8,2,organic,0,0,0,0
1o1mni10k33m3qt5g93,2,organic,0,0,0,0
1o1mni10k33m3qtamco,1,organic,0,0,0,0
1o1mni10k33m3qtbejp,2,organic,0,0,0,0
1o1mni10k33m3qtcex6,3,organic,0,0,0,0
1o1mni10k33m3quk284,2,organic,0,0,0,0
1o1mni10k33m3qut3ea,9,organic,0,0,0,0
1o1mni10k33m3quv372,1,organic,0,0,0,0
1o1mni10k33m3qux3wa,3,organic,0,0,0,0
1o1mni10k33m3qvc2b8,1,organic,0,0,0,0
1o1mni10k33m3qvi6tv,9,organic,0,0,0,0
1o1mni10k33m3qvqske,3,organic,0,0,0,0
1o1mni10k33m3qvtlx7,8,organic,0,1,0,1
1o1mni10k33m3qw2wbe,2,organic,0,0,0,0
1o1mni10k33m3qw5q0m,6,organic,0,0,0,0
1o1mni10k33m3qwdrny,1,organic,0,0,0,0
1o1mni10k33m3qwp1fz,1,organic,0,0,0,0
1o1mni10k33m3qwpz9r,1,organic,0,0,0,0
1o1mni10k33m3qx1kv3,1,organic,0,0,0,0
1o1mni10k33m3qxbwlt,1,organic,0,0,0,0
1o1mni10k33m3qxrtzd,9,organic,0,0,0,0
1o1mni10k33m3qxs5dv,1,organic,0,0,0,0
1o1mni10k33m3qxxpfq,1,organic,0,0,0,0
1o1mni10k33m3qy19wx,1,organic,0,0,0,0
1o1mni10k33m3qyqgv7,2,organic,0,0,0,0
1o1mni10k33m3qz5mao,2,organic,0,0,0,0
1o1mni10k33m3qz72y6,1,organic,0,0,0,0
1o1mni10k33m3qzcugi,2,organic,0,0,0,0
1o1mni10k33m3qzr0xw,13,organic,0,0,0,0
1o1mni10k33m3qzr41k,2,organic,0,0,0,0
1o1mni10k33m3r02m7q,3,organic,0,0,0,0
1o1mni10k33m3r055q6,2,organic,0,0,0,0
1o1mni10k33m3r07nbx,2,organic,0,0,0,0
1o1mni10k33m3r09c20,3,organic,0,0,0,0
1o1mni10k33m3r0c0pu,2,organic,0,0,0,0
1o1mni10k33m3r0ey1f,39,organic,0,1,0,1
1o1mni10k33m3r0g2dn,1,organic,0,0,0,0
1o1mni10k33m3r0hg3y,6,organic,0,0,0,0
1o1mni10k33m3r0hl28,1,organic,0,0,0,0
1o1mni10k33m3r0me0q,8,organic,0,1,0,1
1o1mni10k33m3r0u587,4,organic,0,0,0,0
1o1mni10k33m3r14pm9,16,organic,0,0,0,0
1o1mni10k33m3r15zfv,8,organic,0,1,0,1
1o1mni10k33m3r1enie,6,organic,0,0,0,0
1o1mni10k33m3r1rifu,1,organic,0,0,0,0
1o1mni10k33m3r1vzn9,26,organic,0,2,0,1
1o1mni10k33m3r2gz16,3,organic,0,0,0,0
1o1mni10k33m3r2tuyt,1,organic,0,0,0,0
1o1mni10k33m3r3518b,2,organic,0,0,0,0
1o1mni10k33m3r3yuix,2,organic,0,0,0,0
1o1mni10k33m3r48l5i,1,organic,0,0,0,0
1o1mni10k33m3r4k99j,3,organic,0,0,0,0
1o1mni10k33m3r4tw9b,15,organic,0,0,0,0
1o1mni10k33m3r51342,6,organic,0,0,0,0
1o1mni10k33m3r5c5h5,1,organic,0,0,0,0
1o1mni10k33m3r5cpm7,1,organic,0,0,0,0
1o1mni10k33m3r5dtnj,1,organic,0,0,0,0
1o1mni10k33m3r5jmfk,5,organic,0,0,0,0
1o1mni10k33m3r5oy0u,3,organic,0,0,0,0
1o1mni10k33m3r5rsn6,42,organic,0,0,0,0
1o1mni10k33m3r61x9w,1,organic,0,0,0,0
1o1mni10k33m3r63grp,4,organic,0,0,0,0
1o1mni10k33m3r64pne,3,organic,0,0,0,0
1o1mni10k33m3r68xs5,1,organic,0,0,0,0
1o1mni10k33m3r6jvt9,83,organic,0,1,0,1
1o1mni10k33m3r6o9oo,1,organic,0,0,0,0
1o1mni10k33m3r6yjhz,1,organic,0,0,0,0
1o1mni10k33m3r81lsd,1,organic,0,0,0,0
1o1mni10k33m3r8pdmn,3,organic,0,0,0,0
1o1mni10k33m3r8w0oz,6,organic,0,0,0,0
1o1mni10k33m3r8ynfl,2,organic,0,0,0,0
1o1mni10k33m3r9spc0,5,organic,0,0,0,0
1o1mni10k33m3r9xb3u,4,organic,0,0,0,0
1o1mni10k33m3rajadp,10,organic,0,0,0,0
1o1mni10k33m3rb0yu0,1,organic,0,0,0,0
1o1mni10k33m3rb4icq,2,organic,0,0,0,0
1o1mni10k33m3rbjriy,1,organic,0,0,0,0
1o1mni10k33m3rbpoh9,8,organic,0,0,0,0
1o1mni10k33m3rc12vn,4,organic,0,0,0,0
1o1mni10k33m3rcozig,6,organic,0,1,0,1
1o1mni10k33m3rcyduh,5,organic,0,0,0,0
1o1mni10k33m3rdffho,18,organic,0,0,0,0
1o1mni10k33m3rdg204,2,organic,0,0,0,0
1o1mni10k33m3rdlcec,2,organic,0,0,0,0
1o1mni10k33m3rdqjor,3,organic,0,0,0,0
1o1mni10k33m3rdt3cy,1,organic,0,0,0,0
1o1mni10k33m3rdvrm8,1,organic,0,0,0,0
1o1mni10k33m3ree33c,2,organic,0,0,0,0
1o1mni10k33m3reo4xh,1,organic,0,0,0,0
1o1mni10k33m3repjqp,8,organic,0,0,0,0
1o1mni10k33m3reqy1k,6,organic,0,1,0,1
1o1mni10k33m3rerdcz,6,organic,0,0,0,0
1o1mni10k33m3rey7ij,21,organic,0,1,0,1
1o1mni10k33m3rf7v7o,24,organic,0,0,0,0
1o1mni10k33m3rfdzrs,19,organic,0,1,0,1
1o1mni10k33m3rfea7b,6,organic,0,1,0,1
1o1mni10k33m3rfsb7r,8,organic,0,1,0,1
1o1mni10k33m3rfygwx,10,organic,0,0,0,0
1o1mni10k33m3rg5m5x,2,organic,0,0,0,0
1o1mni10k33m3rgbex7,8,organic,0,0,0,0
1o1mni10k33m3rgeykp,10,organic,0,0,0,0
1o1mni10k33m3rggwb5,73,organic,0,1,0,1
1o1mni10k33m3rgo7en,2,organic,0,0,0,0
1o1mni10k33m3rgv344,22,organic,0,1,0,1
1o1mni10k33m3rhvl05,1,organic,0,0,0,0
1o1mni10k33m3rhxyyn,16,organic,0,1,0,1
1o1mni10k33m3rhyrvj,2,organic,0,0,0,0
1o1mni10k33m3ri3m9p,13,organic,0,0,0,0
1o1mni10k33m3ri6kpi,1,organic,0,0,0,0
1o1mni10k33m3ri8bbe,3,organic,0,0,0,0
1o1mni10k33m3ric2ts,1,organic,0,0,0,0
1o1mni10k33m3rid83c,4,organic,0,0,0,0
1o1mni10k33m3rienoo,3,organic,0,0,0,0
1o1mni10k33m3rili1u,4,organic,0,0,0,0
1o1mni10k33m3riom5w,5,organic,0,0,0,0
1o1mni10k33m3riqc32,5,organic,0,0,0,0
1o1mni10k33m3rivgpw,29,organic,0,0,0,0
1o1mni10k33m3rj78g5,15,organic,0,0,0,0
1o1mni10k33m3rj9toa,21,organic,0,1,0,1
1o1mni10k33m3rj9wnn,2,organic,0,0,0,0
1o1mni10k33m3rjbs8l,1,organic,0,0,0,0
1o1mni10k33m3rjemcu,7,organic,0,0,0,0
1o1mni10k33m3rjiw1y,1,organic,0,0,0,0
1o1mni10k33m3rjoo13,15,organic,0,1,0,1
1o1mni10k33m3rjqf5e,2,organic,0,0,0,0
1o1mni10k33m3rk73xj,1,organic,0,0,0,0
1o1mni10k33m3rk91bj,4,organic,0,0,0,0
1o1mni10k33m3rkfea6,8,organic,0,1,0,1
1o1mni10k33m3rkn25n,2,organic,0,0,0,0
1o1mni10k33m3rkn8cd,1,organic,0,0,0,0
1o1mni10k33m3rknwfd,20,organic,0,1,0,1
1o1mni10k33m3rkqxt8,2,organic,0,0,0,0
1o1mni10k33m3rksnvh,3,organic,0,0,0,0
1o1mni10k33m3rkwvbu,9,organic,0,0,0,0
1o1mni10k33m3rl3wuq,2,organic,0,0,0,0
1o1mni10k33m3rl9ndr,7,organic,0,0,0,0
1o1mni10k33m3rlc3k9,11,organic,0,0,0,0
1o1mni10k33m3rlu80l,1,organic,0,0,0,0
1o1mni10k33m3rlviyp,4,organic,0,0,0,0
1o1mni10k33m3rm0xcv,2,organic,0,0,0,0
1o1mni10k33m3rmjws4,1,organic,0,0,0,0
1o1mni10k33m3rmmn4m,8,organic,0,0,0,0
1o1mni10k33m3rmp6ts,1,organic,0,0,0,0
1o1mni10k33m3rmryhe,21,organic,0,0,0,0
1o1mni10k33m3rnj4v5,7,organic,0,0,0,0
1o1mni10k33m3rnn2vy,4,organic,0,0,0,0
1o1mni10k33m3rnna6r,56,organic,0,0,0,0
1o1mni10k33m3rnqig6,2,organic,0,0,0,0
1o1mni10k33m3rnxnn0,1,organic,0,0,0,0
1o1mni10k33m3ro8pfa,5,organic,0,0,0,0
1o1mni10k33m3ro9uhq,4,organic,0,0,0,0
1o1mni10k33m3rog1ny,1,organic,0,0,0,0
1o1mni10k33m3rojq9a,2,organic,0,0,0,0
1o1mni10k33m3romk4x,2,organic,0,0,0,0
1o1mni10k33m3ror12a,1,organic,0,0,0,0
1o1mni10k33m3roub6o,2,organic,0,0,0,0
1o1mni10k33m3row7e8,7,organic,0,0,0,0
1o1mni10k33m3rp72kt,5,organic,0,0,0,0
1o1mni10k33m3rp8ia0,1,organic,0,0,0,0
1o1mni10k33m3rpcyig,11,organic,0,1,0,1
1o1mni10k33m3rpdcs5,1,organic,0,0,0,0
1o1mni10k33m3rpdjmk,1,organic,0,0,0,0
1o1mni10k33m3rpfd9y,16,organic,0,1,0,1
1o1mni10k33m3rpges4,3,organic,0,0,0,0
1o1mni10k33m3rpn3up,1,organic,0,0,0,0
1o1mni10k33m3rppre1,2,organic,0,0,0,0
1o1mni10k33m3rprhaq,2,organic,0,0,0,0
1o1mni10k33m3rq0lzp,1,organic,0,0,0,0
1o1mni10k33m3rq3r2c,3,organic,0,0,0,0
1o1mni10k33m3rq4x1b,8,organic,0,0,0,0
1o1mni10k33m3rqcf5f,6,organic,0,0,0,0
1o1mni10k33m3rqnbjw,5,organic,0,0,0,0
1o1mni10k33m3rqsy0l,3,organic,0,0,0,0
1o1mni10k33m3rqzp0d,7,organic,0,0,0,0
1o1mni10k33m3rr0417,1,organic,0,0,0,0
1o1mni10k33m3rr1myl,15,organic,0,0,0,0
1o1mni10k33m3rrhtpm,7,organic,0,0,0,0
1o1mni10k33m3rrkbg8,8,organic,0,0,0,0
1o1mni10k33m3rrmzds,3,organic,0,0,0,0
1o1mni10k33m3rs04g4,1,organic,0,0,0,0
1o1mni10k33m3rs0tfp,8,organic,0,1,0,1
1o1mni10k33m3rs6ywu,2,organic,0,0,0,0
1o1mni10k33m3rsh7vk,6,organic,0,0,0,0
1o1mni10k33m3rsr81q,5,organic,0,0,0,0
1o1mni10k33m3rssn23,3,organic,0,0,0,0
1o1mni10k33m3rt14x5,2,organic,0,0,0,0
1o1mni10k33m3rt2e1z,3,organic,0,0,0,0
1o1mni10k33m3rt5crm,12,organic,0,1,0,1
1o1mni10k33m3rt8nxk,1,organic,0,0,0,0
1o1mni10k33m3rt976b,4,organic,0,0,0,0
1o1mni10k33m3rto0bc,8,organic,0,1,0,1
1o1mni10k33m3rts4h7,2,organic,0,0,0,0
1o1mni10k33m3rttgoc,2,organic,0,0,0,0
1o1mni10k33m3rtxka8,1,organic,0,0,0,0
1o1mni10k33m3rudzx8,2,organic,0,0,0,0
1o1mni10k33m3run2hd,24,organic,0,0,0,0
1o1mni10k33m3rut6tl,10,organic,0,0,0,0
1o1mni10k33m3rvl0f6,2,organic,0,0,0,0
1o1mni10k33m3rvmfj0,5,organic,0,0,0,0
1o1mni10k33m3rvp4io,1,organic,0,0,0,0
1o1mni10k33m3rw8p32,3,organic,0,0,0,0
1o1mni10k33m3rwnhna,3,organic,0,0,0,0
1o1mni10k33m3rxqs9a,4,organic,0,0,0,0
1o1mni10k33m3ry1625,2,organic,0,0,0,0
1o1mni10k33m3ryds9s,4,organic,0,0,0,0
1o1mni10k33m3rziiv5,2,organic,0,0,0,0
1o1mni10k33m3rznrko,2,organic,0,0,0,0
1o1mni10k33m3s02iz9,1,organic,0,0,0,0
1o1mni10k33m3s02me2,1,organic,0,0,0,0
1o1mni10k33m3s04i5u,27,organic,0,1,0,1
1o1mni10k33m3s061hm,4,organic,0,0,0,0
1o1mni10k33m3s0n1l3,2,organic,0,0,0,0
1o1mni10k33m3s4wpvm,11,organic,0,0,0,0
1o1mni10k33m3s57oj4,37,organic,0,0,0,0
1o1mni10k33m3s7gfsl,1,organic,0,0,0,0
1o1mni10k33m3s7viue,22,organic,0,0,0,0
1o1mni10k33m3s8dyh3,23,organic,0,0,0,0
1o1mni10k33m3s8eg0e,2,organic,0,0,0,0
1o1mni10k33m3s8zp6j,1,organic,0,0,0,0
1o1mni10k33m3sa4qn8,4,organic,0,0,0,0
1o1mni10k33m3saf803,1,organic,0,0,0,0
1o1mni10k33m3sajp55,1,organic,0,0,0,0
1o1mni10k33m3sbi5ls,3,organic,0,0,0,0
1o1mni10k33m3sbiler,2,organic,0,0,0,0
1o1mni10k33m3sbov9o,2,organic,0,0,0,0
1o1mni10k33m3sbq0ke,5,organic,0,0,0,0
1o1mni10k33m3scahn4,1,organic,0,0,0,0
1o1mni10k33m3schnr9,124,paid,2,0,1,0
1o1mni10k33m3scqooc,17,organic,0,0,0,0
1o1mni10k33m3sd0xz7,2,organic,0,0,0,0
1o1mni10k33m3sdvy49,1,organic,0,0,0,0
1o1mni10k33m3se88n1,2,organic,0,0,0,0
1o1mni10k33m3sebdnr,3,organic,0,0,0,0
1o1mni10k33m3seranq,1,organic,0,0,0,0
1o1mni10k33m3sf9i8s,3,organic,0,0,0,0
1o1mni10k33m3sffjtb,6,organic,0,0,0,0
1o1mni10k33m3sffoh5,6,organic,0,1,0,1
1o1mni10k33m3sfoddz,1,organic,0,0,0,0
1o1mni10k33m3sfv6ls,2,organic,0,0,0,0
1o1mni10k33m3sh7pnh,6,organic,0,0,0,0
1o1mni10k33m3sh8z5i,2,organic,0,0,0,0
1o1mni10k33m3shb41b,2,organic,0,0,0,0
1o1mni10k33m3shr8vx,3,organic,0,0,0,0
1o1mni10k33m3shryjt,9,organic,0,1,0,1
1o1mni10k33m3shzjtd,24,organic,0,2,0,1
1o1mni10k33m3si3hl5,1,organic,0,0,0,0
1o1mni10k33m3sidgk9,62,organic,0,0,0,0
1o1mni10k33m3sidw67,3,organic,0,0,0,0
1o1mni10k33m3simxdw,5,organic,0,0,0,0
1o1mni10k33m3sio3j3,3,organic,0,0,0,0
1o1mni10k33m3sj33k7,7,organic,0,0,0,0
1o1mni10k33m3sjak3m,2,organic,0,0,0,0
1o1mni10k33m3sjd47q,2,organic,0,0,0,0
1o1mni10k33m3sjevxl,8,organic,0,0,0,0
1o1mni10k33m3sjwszz,11,organic,0,1,0,1
1o1mni10k33m3sk1e21,7,organic,0,0,0,0
1o1mni10k33m3sk3a1g,1,organic,0,0,0,0
1o1mni10k33m3skaki7,1,organic,0,0,0,0
1o1mni10k33m3sldzdr,5,organic,0,0,0,0
1o1mni10k33m3sliqle,1,organic,0,0,0,0
1o1mni10k33m3sljiac,9,organic,0,0,0,0
1o1mni10k33m3sls9r4,6,organic,0,0,0,0
1o1mni10k33m3slx635,1,organic,0,0,0,0
1o1mni10k33m3sm1rma,1,organic,0,0,0,0
1o1mni10k33m3sm6nz9,2,organic,0,0,0,0
1o1mni10k33m3smgbk2,1,organic,0,0,0,0
1o1mni10k33m3sn2jmd,1,organic,0,0,0,0
1o1mni10k33m3sngvo9,1,organic,0,0,0,0
1o1mni10k33m3snmd0d,2,organic,0,0,0,0
1o1mni10k33m3snnaep,5,organic,0,0,0,0
1o1mni10k33m3sns9j1,3,organic,0,0,0,0
1o1mni10k33m3solbsn,3,organic,0,0,0,0
1o1mni10k33m3sommdu,8,organic,0,0,0,0
1o1mni10k33m3spi7kt,2,organic,0,0,0,0
1o1mni10k33m3sq9tn0,6,organic,0,0,0,0
1o1mni10k33m3sqd7u6,1,organic,0,0,0,0
1o1mni10k33m3sqeazd,1,organic,0,0,0,0
1o1mni10k33m3sqlg6e,7,organic,0,0,0,0
1o1mni10k33m3srhrtf,1,organic,0,0,0,0
1o1mni10k33m3srmi8w,11,organic,0,0,0,0
1o1mni10k33m3srp3cr,4,organic,0,0,0,0
1o1mni10k33m3sry0sa,37,organic,0,1,0,1
1o1mni10k33m3ssl2ce,1,organic,0,0,0,0
1o1mni10k33m3ssv0sz,1,organic,0,0,0,0
1o1mni10k33m3stbs4z,1,organic,0,0,0,0
1o1mni10k33m3strezm,3,organic,0,0,0,0
1o1mni10k33m3subv26,4,organic,0,0,0,0
1o1mni10k33m3sug0d0,1,organic,0,0,0,0
1o1mni10k33m3suigqk,1,organic,0,0,0,0
1o1mni10k33m3sumwv4,1,organic,0,0,0,0
1o1mni10k33m3sup27s,2,organic,0,0,0,0
1o1mni10k33m3suq70e,7,organic,0,1,0,1
1o1mni10k33m3sv1h9x,1,organic,0,0,0,0
1o1mni10k33m3svdfy4,5,organic,0,1,0,1
1o1mni10k33m3svvzmo,1,organic,0,0,0,0
1o1mni10k33m3sw831s,1,organic,0,0,0,0
1o1mni10k33m3sworpc,1,organic,0,0,0,0
1o1mni10k33m3sxej3m,17,organic,0,0,0,0
1o1mni10k33m3sxlsum,2,organic,0,0,0,0
1o1mni10k33m3sy2bz2,26,organic,0,1,0,1
1o1mni10k33m3syby6c,15,organic,0,0,0,0
1o1mni10k33m3syjebv,1,organic,0,0,0,0
1o1mni10k33m3sykaq1,5,organic,0,0,0,0
1o1mni10k33m3symq53,1,organic,0,0,0,0
1o1mni10k33m3syxv2u,2,organic,0,0,0,0
1o1mni10k33m3sz0p3y,1,organic,0,0,0,0
1o1mni10k33m3sz49a8,1,organic,0,0,0,0
1o1mni10k33m3sz4hav,26,organic,0,1,0,1
1o1mni10k33m3sz5me0,2,organic,0,0,0,0
1o1mni10k33m3sz6uyr,1,organic,0,0,0,0
1o1mni10k33m3szbif3,2,organic,0,0,0,0
1o1mni10k33m3szjch2,1,organic,0,0,0,0
1o1mni10k33m3szjnyo,2,organic,0,0,0,0
1o1mni10k33m3szlg5q,2,organic,0,0,0,0
1o1mni10k33m3t002te,1,organic,0,0,0,0
1o1mni10k33m3t0pm97,3,organic,0,0,0,0
1o1mni10k33m3t0vrhl,10,organic,0,0,0,0
1o1mni10k33m3t0wvio,3,organic,0,0,0,0
1o1mni10k33m3t1234m,5,organic,0,1,0,1
1o1mni10k33m3t12lfq,3,organic,0,0,0,0
1o1mni10k33m3t13v6g,4,organic,0,0,0,0
1o1mni10k33m3t15l7f,2,organic,0,0,0,0
1o1mni10k33m3t167sk,3,organic,0,0,0,0
1o1mni10k33m3t16zxz,17,organic,0,0,0,0
1o1mni10k33m3t1ki70,4,organic,0,0,0,0
1o1mni10k33m3t1ocb3,1,organic,0,0,0,0
1o1mni10k33m3t21d2v,19,organic,0,0,0,0
1o1mni10k33m3t2220i,52,organic,0,1,0,1
1o1mni10k33m3t278zo,1,organic,0,0,0,0
1o1mni10k33m3t3a41r,3,organic,0,0,0,0
1o1mni10k33m3t3eb53,1,organic,0,0,0,0
1o1mni10k33m3t3g4tq,3,organic,0,0,0,0
1o1mni10k33m3t3gtbx,26,organic,0,0,0,0
1o1mni10k33m3t3hl00,9,organic,0,1,0,1
1o1mni10k33m3t3kkm2,3,organic,0,0,0,0
1o1mni10k33m3t3nr4e,1,organic,0,0,0,0
1o1mni10k33m3t3pru1,2,organic,0,0,0,0
1o1mni10k33m3t433zi,25,organic,0,0,0,0
1o1mni10k33m3t480h9,13,organic,0,0,0,0
1o1mni10k33m3t4ugzf,10,organic,0,1,0,1
1o1mni10k33m3t52lqr,1,organic,0,0,0,0
1o1mni10k33m3t53pya,3,organic,0,0,0,0
1o1mni10k33m3t5ln6k,1,organic,0,0,0,0
1o1mni10k33m3t5nqdi,21,organic,0,0,0,0
1o1mni10k33m3t5zro2,1,organic,0,0,0,0
1o1mni10k33m3t5zvup,3,organic,0,0,0,0
1o1mni10k33m3t63ebh,5,organic,0,1,0,1
1o1mni10k33m3t6etak,2,organic,0,0,0,0
1o1mni10k33m3t6l815,2,organic,0,0,0,0
1o1mni10k33m3t6sfgz,11,organic,0,0,0,0
1o1mni10k33m3t6x1k8,9,organic,0,0,0,0
1o1mni10k33m3t7hi7v,1,organic,0,0,0,0
1o1mni10k33m3t89cu9,4,organic,0,0,0,0
1o1mni10k33m3t89sgt,27,organic,0,1,0,1
1o1mni10k33m3t8aubd,2,organic,0,0,0,0
1o1mni10k33m3t8n89l,2,organic,0,0,0,0
1o1mni10k33m3t8owic,3,organic,0,0,0,0
1o1mni10k33m3t8sgku,3,organic,0,0,0,0
1o1mni10k33m3t8vnxn,4,organic,0,0,0,0
1o1mni10k33m3t94t8i,27,organic,0,0,0,0
1o1mni10k33m3t99q71,7,organic,0,0,0,0
1o1mni10k33m3t9e3gz,3,organic,0,0,0,0
1o1mni10k33m3t9hfig,3,organic,0,0,0,0
1o1mni10k33m3t9lemw,3,organic,0,0,0,0
1o1mni10k33m3t9va0c,4,organic,0,0,0,0
1o1mni10k33m3tabdfa,5,organic,0,0,0,0
1o1mni10k33m3tafquc,2,organic,0,0,0,0
1o1mni10k33m3tb2rhz,8,organic,0,0,0,0
1o1mni10k33m3tcru8p,1,organic,0,0,0,0
1o1mni10k33m3tcsxy5,1,organic,0,0,0,0
1o1mni10k33m3td5m9p,8,organic,0,0,0,0
1o1mni10k33m3tdau6p,6,organic,0,1,0,1
1o1mni10k33m3tdltv5,1,organic,0,0,0,0
1o1mni10k33m3tea81p,31,organic,0,1,0,1
1o1mni10k33m3teaczt,7,organic,0,0,0,0
1o1mni10k33m3tgd0j4,3,organic,0,0,0,0
1o1mni10k33m3thi8h6,3,organic,0,0,0,0
1o1mni10k33m3tixqf9,6,organic,0,0,0,0
1o1mni10k33m3tkry0c,1,organic,0,0,0,0
1o1mni10k33m3tlapae,2,organic,0,0,0,0
1o1mni10k33m3tlrtbg,3,organic,0,0,0,0
1o1mni10k33m3tlyep2,1,organic,0,0,0,0
1o1mni10k33m3tnqqbs,4,organic,0,0,0,0
1o1mni10k33m3tnv8mb,1,organic,0,0,0,0
1o1mni10k33m3tp4apf,3,organic,0,0,0,0
1o1mni10k33m3tpuco7,1,organic,0,0,0,0
1o1mni10k33m3tq64sj,1,organic,0,0,0,0
1o1mni10k33m3tq7ili,1,organic,0,0,0,0
1o1mni10k33m3tr8oau,2,organic,0,0,0,0
1o1mni10k33m3tre7xl,1,organic,0,0,0,0
1o1mni10k33m3trfgwa,1,organic,0,0,0,0
1o1mni10k33m3tswwoz,8,organic,0,0,0,0
1o1mni10k33m3tsxsmp,3,organic,0,0,0,0
1o1mni10k33m3ttsyoc,1,organic,0,0,0,0
1o1mni10k33m3ttuti2,13,organic,0,1,0,1
1o1mni10k33m3ttxnce,59,organic,0,1,0,1
1o1mni10k33m3ttykku,1,organic,0,0,0,0
1o1mni10k33m3tu1kp2,8,organic,0,0,0,0
1o1mni10k33m3tu3v2i,6,organic,0,1,0,1
1o1mni10k33m3tu6ft3,2,organic,0,0,0,0
1o1mni10k33m3tu6w77,1,organic,0,0,0,0
1o1mni10k33m3tualzp,1,organic,0,0,0,0
1o1mni10k33m3tued82,4,organic,0,0,0,0
1o1mni10k33m3tuva8e,2,organic,0,0,0,0
1o1mni10k33m3tuvq0m,3,organic,0,0,0,0
1o1mni10k33m3tv075b,3,organic,0,0,0,0
1o1mni10k33m3tv9exp,3,organic,0,0,0,0
1o1mni10k33m3tv9eyb,1,organic,0,0,0,0
1o1mni10k33m3tv9wcj,2,organic,0,0,0,0
1o1mni10k33m3tvdt9z,7,organic,0,0,0,0
1o1mni10k33m3tvhhe6,24,organic,0,1,0,1
1o1mni10k33m3tviflo,1,organic,0,0,0,0
1o1mni10k33m3tw1xuu,75,organic,0,1,0,1
1o1mni10k33m3tw2mza,7,organic,0,0,0,0
1o1mni10k33m3tw3or9,5,organic,0,0,0,0
1o1mni10k33m3twkwrp,1,organic,0,0,0,0
1o1mni10k33m3twleoe,1,organic,0,0,0,0
1o1mni10k33m3twrhpv,2,organic,0,0,0,0
1o1mni10k33m3twtnoj,2,organic,0,0,0,0
1o1mni10k33m3tx5ykb,4,organic,0,0,0,0
1o1mni10k33m3tx6gr3,1,organic,0,0,0,0
1o1mni10k33m3tx7i03,4,organic,0,0,0,0
1o1mni10k33m3txc2o3,19,organic,0,0,0,0
1o1mni10k33m3txi8mg,17,organic,0,2,0,1
1o1mni10k33m3txizmv,4,organic,0,0,0,0
1o1mni10k33m3txsjnx,9,organic,0,0,0,0
1o1mni10k33m3txxicj,3,organic,0,0,0,0
1o1mni10k33m3txxrx2,2,organic,0,0,0,0
1o1mni10k33m3ty2kyi,16,organic,0,0,0,0
1o1mni10k33m3ty6xyc,14,organic,0,0,0,0
